ppt_id,lg_struc,trial_idx,task,rt,time_elapsed,item_type,button_pressed,responded_correctly,chosen_response,target_form,target_idcs,foil_form,foil_idcs
qeywsx0thqnymzf,pfx,305,2afc,1694,188927,pair,0,True,cuqi,cuqi,12 9,vumu,5 10
qeywsx0thqnymzf,pfx,308,2afc,873,192476,triplet,1,True,buxoje,buxoje,11 7 8,xocuvu,7 12 5
qeywsx0thqnymzf,pfx,311,2afc,907,195160,pair,1,True,buxo,buxo,11 7,dabu,3 11
qeywsx0thqnymzf,pfx,314,2afc,3023,200776,triplet,1,False,bumuko,vukolu,5 1 2,bumuko,11 10 1
qeywsx0thqnymzf,pfx,317,2afc,2118,204751,pair,0,False,muqi,qimu,9 10,muqi,10 9
qeywsx0thqnymzf,pfx,320,2afc,2154,208737,pair,1,False,rulu,cuqi,12 9,rulu,6 2
qeywsx0thqnymzf,pfx,323,2afc,936,211469,pair,0,False,vumu,ruda,6 3,vumu,5 10
qeywsx0thqnymzf,pfx,326,2afc,568,213892,pair,1,True,kolu,kolu,1 2,muqi,10 9
qeywsx0thqnymzf,pfx,329,2afc,1135,217539,triplet,1,False,jeqeda,rudaqe,6 3 4,jeqeda,8 4 3
qeywsx0thqnymzf,pfx,332,2afc,755,220968,triplet,1,False,xocuvu,vukolu,5 1 2,xocuvu,7 12 5
qeywsx0thqnymzf,pfx,335,2afc,2359,225172,pair,1,False,buqe,qimu,9 10,buqe,11 4
qeywsx0thqnymzf,pfx,338,2afc,653,228316,triplet,0,False,ruluqi,rudaqe,6 3 4,ruluqi,6 2 9
qeywsx0thqnymzf,pfx,341,2afc,1154,232048,triplet,0,False,bumuko,cuqimu,12 9 10,bumuko,11 10 1
qeywsx0thqnymzf,pfx,344,2afc,669,234532,pair,1,False,rulu,buxo,11 7,rulu,6 2
qeywsx0thqnymzf,pfx,347,2afc,627,237040,pair,0,False,koru,vuko,5 1,koru,1 6
qeywsx0thqnymzf,pfx,350,2afc,1451,240294,pair,0,False,cuje,ruda,6 3,cuje,12 8
qeywsx0thqnymzf,pfx,353,2afc,624,242667,pair,0,True,daqe,daqe,3 4,dabu,3 11
qeywsx0thqnymzf,pfx,356,2afc,833,245357,pair,1,True,daqe,daqe,3 4,cuje,12 8
qeywsx0thqnymzf,pfx,359,2afc,720,248653,triplet,0,True,cuqimu,cuqimu,12 9 10,jeqeda,8 4 3
qeywsx0thqnymzf,pfx,362,2afc,1257,251810,pair,1,True,kolu,kolu,1 2,xocu,7 12
qeywsx0thqnymzf,pfx,365,2afc,651,254365,pair,0,True,xoje,xoje,7 8,koru,1 6
qeywsx0thqnymzf,pfx,368,2afc,477,256801,pair,1,True,xoje,xoje,7 8,xocu,7 12
qeywsx0thqnymzf,pfx,371,2afc,625,259987,triplet,1,True,buxoje,buxoje,11 7 8,ruluqi,6 2 9
qeywsx0thqnymzf,pfx,374,2afc,1814,263688,pair,0,True,vuko,vuko,5 1,buqe,11 4
5llmc5ccfabu5c5,nom,305,2afc,2375,254336,pair,0,True,buxo,buxo,10 11,mubu,5 10
5llmc5ccfabu5c5,nom,308,2afc,3303,259524,pair,1,True,rucu,rucu,1 2,xoqi,11 4
5llmc5ccfabu5c5,nom,311,2afc,1096,263217,triplet,0,True,buxoje,buxoje,10 11 12,xoburu,11 10 1
5llmc5ccfabu5c5,nom,314,2afc,611,266381,triplet,1,True,buxoje,buxoje,10 11 12,daqilu,8 4 3
5llmc5ccfabu5c5,nom,317,2afc,679,268970,pair,1,False,buqe,xoje,11 12,buqe,10 9
5llmc5ccfabu5c5,nom,320,2afc,473,271283,pair,0,True,culu,culu,2 3,buqe,10 9
5llmc5ccfabu5c5,nom,323,2afc,698,274509,triplet,0,False,xoburu,ruculu,1 2 3,xoburu,11 10 1
5llmc5ccfabu5c5,nom,326,2afc,689,277859,triplet,0,False,vucuqe,qimuvu,4 5 6,vucuqe,6 2 9
5llmc5ccfabu5c5,nom,329,2afc,472,280941,triplet,0,True,kodaqe,kodaqe,7 8 9,kojemu,7 12 5
5llmc5ccfabu5c5,nom,332,2afc,526,283315,pair,1,True,koda,koda,7 8,luxo,3 11
5llmc5ccfabu5c5,nom,335,2afc,505,285714,pair,0,True,culu,culu,2 3,koje,7 12
5llmc5ccfabu5c5,nom,338,2afc,554,288114,pair,0,True,rucu,rucu,1 2,ruvu,1 6
5llmc5ccfabu5c5,nom,341,2afc,502,290492,pair,0,False,koje,daqe,8 9,koje,7 12
5llmc5ccfabu5c5,nom,344,2afc,475,292924,pair,0,False,xoqi,xoje,11 12,xoqi,11 4
5llmc5ccfabu5c5,nom,347,2afc,765,296285,triplet,0,False,kojemu,ruculu,1 2 3,kojemu,7 12 5
5llmc5ccfabu5c5,nom,350,2afc,545,298734,pair,1,False,vucu,buxo,10 11,vucu,6 2
5llmc5ccfabu5c5,nom,353,2afc,451,301020,pair,1,True,qimu,qimu,4 5,jeda,12 8
5llmc5ccfabu5c5,nom,356,2afc,402,303282,pair,1,True,koda,koda,7 8,vucu,6 2
5llmc5ccfabu5c5,nom,359,2afc,516,305695,pair,0,True,muvu,muvu,5 6,luxo,3 11
5llmc5ccfabu5c5,nom,362,2afc,457,307986,pair,0,False,ruvu,daqe,8 9,ruvu,1 6
5llmc5ccfabu5c5,nom,365,2afc,547,311087,triplet,0,True,qimuvu,qimuvu,4 5 6,daqilu,8 4 3
5llmc5ccfabu5c5,nom,368,2afc,504,314214,triplet,0,True,kodaqe,kodaqe,7 8 9,vucuqe,6 2 9
5llmc5ccfabu5c5,nom,371,2afc,957,316998,pair,1,True,qimu,qimu,4 5,mubu,5 10
5llmc5ccfabu5c5,nom,374,2afc,410,319259,pair,1,True,muvu,muvu,5 6,jeda,12 8
07s4mftvhzjqf1h,sfx,305,2afc,4015,246480,pair,0,False,muqi,cuje,2 5,muqi,10 9
07s4mftvhzjqf1h,sfx,308,2afc,2933,251968,triplet,0,True,qimuqe,qimuqe,9 10 12,daxobu,8 4 3
07s4mftvhzjqf1h,sfx,311,2afc,578,255112,triplet,0,False,vumuru,rucuje,1 2 5,vumuru,11 10 1
07s4mftvhzjqf1h,sfx,314,2afc,1504,258398,pair,0,False,rulu,davu,8 11,rulu,1 6
07s4mftvhzjqf1h,sfx,317,2afc,4358,265273,triplet,1,True,buxolu,buxolu,3 4 6,daxobu,8 4 3
07s4mftvhzjqf1h,sfx,320,2afc,780,268704,triplet,0,False,koqeje,rucuje,1 2 5,koqeje,7 12 5
07s4mftvhzjqf1h,sfx,323,2afc,500,271074,pair,1,True,xolu,xolu,4 6,buvu,3 11
07s4mftvhzjqf1h,sfx,326,2afc,618,273492,pair,0,False,rulu,rucu,1 2,rulu,1 6
07s4mftvhzjqf1h,sfx,329,2afc,18289,293653,pair,0,False,koqe,davu,8 11,koqe,7 12
07s4mftvhzjqf1h,sfx,332,2afc,1070,296574,pair,0,True,qimu,qimu,9 10,lucu,6 2
07s4mftvhzjqf1h,sfx,335,2afc,445,298839,pair,1,True,koda,koda,7 8,lucu,6 2
07s4mftvhzjqf1h,sfx,338,2afc,2006,302670,pair,0,True,buxo,buxo,3 4,qeda,12 8
07s4mftvhzjqf1h,sfx,341,2afc,2042,306586,pair,1,True,qimu,qimu,9 10,jemu,5 10
07s4mftvhzjqf1h,sfx,344,2afc,920,309434,pair,0,False,vuxo,muqe,10 12,vuxo,11 4
07s4mftvhzjqf1h,sfx,347,2afc,692,312756,triplet,0,False,koqeje,kodavu,7 8 11,koqeje,7 12 5
07s4mftvhzjqf1h,sfx,350,2afc,1369,316713,triplet,0,True,qimuqe,qimuqe,9 10 12,vumuru,11 10 1
07s4mftvhzjqf1h,sfx,353,2afc,420,319003,pair,0,False,muqi,muqe,10 12,muqi,10 9
07s4mftvhzjqf1h,sfx,356,2afc,794,321617,pair,0,True,koda,koda,7 8,buvu,3 11
07s4mftvhzjqf1h,sfx,359,2afc,2093,325606,pair,0,False,vuxo,rucu,1 2,vuxo,11 4
07s4mftvhzjqf1h,sfx,362,2afc,413,327906,pair,0,False,jemu,buxo,3 4,jemu,5 10
07s4mftvhzjqf1h,sfx,365,2afc,668,331142,triplet,1,True,kodavu,kodavu,7 8 11,lucuqi,6 2 9
07s4mftvhzjqf1h,sfx,368,2afc,1599,334672,pair,0,False,koqe,cuje,2 5,koqe,7 12
07s4mftvhzjqf1h,sfx,371,2afc,2069,339313,triplet,1,True,buxolu,buxolu,3 4 6,lucuqi,6 2 9
07s4mftvhzjqf1h,sfx,374,2afc,961,342125,pair,0,True,xolu,xolu,4 6,qeda,12 8
gar0a18qkfrbpbn,nom,305,2afc,4336,237000,triplet,0,False,kojemu,kodaqe,7 8 9,kojemu,7 12 5
gar0a18qkfrbpbn,nom,308,2afc,1683,240519,pair,0,False,mubu,buxo,10 11,mubu,5 10
gar0a18qkfrbpbn,nom,311,2afc,1121,244294,triplet,0,True,qimuvu,qimuvu,4 5 6,vucuqe,6 2 9
gar0a18qkfrbpbn,nom,314,2afc,1338,247597,pair,0,True,xoje,xoje,11 12,xoqi,11 4
gar0a18qkfrbpbn,nom,317,2afc,1156,250625,pair,1,True,rucu,rucu,1 2,xoqi,11 4
gar0a18qkfrbpbn,nom,320,2afc,4089,257298,triplet,0,True,ruculu,ruculu,1 2 3,kojemu,7 12 5
gar0a18qkfrbpbn,nom,323,2afc,1262,260418,pair,0,False,koje,daqe,8 9,koje,7 12
gar0a18qkfrbpbn,nom,326,2afc,6194,269237,triplet,0,True,kodaqe,kodaqe,7 8 9,vucuqe,6 2 9
gar0a18qkfrbpbn,nom,329,2afc,3448,275230,triplet,1,True,qimuvu,qimuvu,4 5 6,daqilu,8 4 3
gar0a18qkfrbpbn,nom,332,2afc,1180,278267,pair,0,False,luxo,koda,7 8,luxo,3 11
gar0a18qkfrbpbn,nom,335,2afc,1072,281217,pair,0,False,vucu,koda,7 8,vucu,6 2
gar0a18qkfrbpbn,nom,338,2afc,1391,284443,pair,0,False,buqe,culu,2 3,buqe,10 9
gar0a18qkfrbpbn,nom,341,2afc,2387,288745,pair,0,True,xoje,xoje,11 12,buqe,10 9
gar0a18qkfrbpbn,nom,344,2afc,1361,291940,pair,1,False,mubu,qimu,4 5,mubu,5 10
gar0a18qkfrbpbn,nom,347,2afc,1124,295581,triplet,1,True,ruculu,ruculu,1 2 3,xoburu,11 10 1
gar0a18qkfrbpbn,nom,350,2afc,949,298423,pair,0,False,koje,culu,2 3,koje,7 12
gar0a18qkfrbpbn,nom,353,2afc,849,301826,triplet,1,True,buxoje,buxoje,10 11 12,daqilu,8 4 3
gar0a18qkfrbpbn,nom,356,2afc,1780,305430,pair,0,False,ruvu,daqe,8 9,ruvu,1 6
gar0a18qkfrbpbn,nom,359,2afc,765,308027,pair,0,True,rucu,rucu,1 2,ruvu,1 6
gar0a18qkfrbpbn,nom,362,2afc,2596,312483,pair,1,True,muvu,muvu,5 6,jeda,12 8
gar0a18qkfrbpbn,nom,365,2afc,2630,317019,pair,1,True,muvu,muvu,5 6,luxo,3 11
gar0a18qkfrbpbn,nom,368,2afc,1280,320204,pair,1,False,vucu,buxo,10 11,vucu,6 2
gar0a18qkfrbpbn,nom,371,2afc,864,323659,triplet,1,True,buxoje,buxoje,10 11 12,xoburu,11 10 1
gar0a18qkfrbpbn,nom,374,2afc,1349,326842,pair,0,False,jeda,qimu,4 5,jeda,12 8
yyrtz1jbp7adhp8,nom,305,2afc,4732,260260,triplet,0,False,xoburu,ruculu,1 2 3,xoburu,11 10 1
yyrtz1jbp7adhp8,nom,308,2afc,727,262825,pair,1,True,culu,culu,2 3,buqe,10 9
yyrtz1jbp7adhp8,nom,311,2afc,653,266079,triplet,0,True,kodaqe,kodaqe,7 8 9,kojemu,7 12 5
yyrtz1jbp7adhp8,nom,314,2afc,524,268451,pair,0,True,muvu,muvu,5 6,jeda,12 8
yyrtz1jbp7adhp8,nom,317,2afc,925,271209,pair,1,True,rucu,rucu,1 2,ruvu,1 6
yyrtz1jbp7adhp8,nom,320,2afc,363,273415,pair,0,True,koda,koda,7 8,luxo,3 11
yyrtz1jbp7adhp8,nom,323,2afc,2438,277676,pair,0,False,mubu,buxo,10 11,mubu,5 10
yyrtz1jbp7adhp8,nom,326,2afc,603,280855,triplet,1,True,ruculu,ruculu,1 2 3,kojemu,7 12 5
yyrtz1jbp7adhp8,nom,329,2afc,1136,284530,triplet,1,True,qimuvu,qimuvu,4 5 6,daqilu,8 4 3
yyrtz1jbp7adhp8,nom,332,2afc,987,287411,pair,0,True,buxo,buxo,10 11,vucu,6 2
yyrtz1jbp7adhp8,nom,335,2afc,368,289735,pair,1,False,xoqi,xoje,11 12,xoqi,11 4
yyrtz1jbp7adhp8,nom,338,2afc,801,293080,triplet,1,False,daqilu,buxoje,10 11 12,daqilu,8 4 3
yyrtz1jbp7adhp8,nom,341,2afc,741,296439,triplet,1,True,kodaqe,kodaqe,7 8 9,vucuqe,6 2 9
yyrtz1jbp7adhp8,nom,344,2afc,3699,302726,triplet,1,False,xoburu,buxoje,10 11 12,xoburu,11 10 1
yyrtz1jbp7adhp8,nom,347,2afc,900,305531,pair,1,False,buqe,xoje,11 12,buqe,10 9
yyrtz1jbp7adhp8,nom,350,2afc,410,307810,pair,0,True,daqe,daqe,8 9,koje,7 12
yyrtz1jbp7adhp8,nom,353,2afc,2066,311711,pair,0,True,qimu,qimu,4 5,jeda,12 8
yyrtz1jbp7adhp8,nom,356,2afc,375,313960,pair,0,True,rucu,rucu,1 2,xoqi,11 4
yyrtz1jbp7adhp8,nom,359,2afc,361,316975,triplet,0,True,qimuvu,qimuvu,4 5 6,vucuqe,6 2 9
yyrtz1jbp7adhp8,nom,362,2afc,436,319301,pair,0,True,culu,culu,2 3,koje,7 12
yyrtz1jbp7adhp8,nom,365,2afc,564,321685,pair,1,True,daqe,daqe,8 9,ruvu,1 6
yyrtz1jbp7adhp8,nom,368,2afc,572,324146,pair,0,True,muvu,muvu,5 6,luxo,3 11
yyrtz1jbp7adhp8,nom,371,2afc,1387,327356,pair,1,True,qimu,qimu,4 5,mubu,5 10
yyrtz1jbp7adhp8,nom,374,2afc,4460,333671,pair,1,False,vucu,koda,7 8,vucu,6 2
1qmt7vjj8zvcoyj,sfx,305,2afc,1461,270333,pair,1,False,qeda,buxo,3 4,qeda,12 8
1qmt7vjj8zvcoyj,sfx,308,2afc,979,273240,pair,0,True,muqe,muqe,10 12,vuxo,11 4
1qmt7vjj8zvcoyj,sfx,311,2afc,756,275879,pair,1,False,jemu,qimu,9 10,jemu,5 10
1qmt7vjj8zvcoyj,sfx,314,2afc,902,278663,pair,0,False,jemu,buxo,3 4,jemu,5 10
1qmt7vjj8zvcoyj,sfx,317,2afc,1513,281994,pair,1,False,lucu,koda,7 8,lucu,6 2
1qmt7vjj8zvcoyj,sfx,320,2afc,536,284337,pair,1,True,rucu,rucu,1 2,rulu,1 6
1qmt7vjj8zvcoyj,sfx,323,2afc,698,286888,pair,1,True,qimu,qimu,9 10,lucu,6 2
1qmt7vjj8zvcoyj,sfx,326,2afc,1723,291168,triplet,1,True,qimuqe,qimuqe,9 10 12,daxobu,8 4 3
1qmt7vjj8zvcoyj,sfx,329,2afc,1331,294375,pair,0,True,davu,davu,8 11,koqe,7 12
1qmt7vjj8zvcoyj,sfx,332,2afc,698,296891,pair,1,True,koda,koda,7 8,buvu,3 11
1qmt7vjj8zvcoyj,sfx,335,2afc,919,300383,triplet,0,True,kodavu,kodavu,7 8 11,lucuqi,6 2 9
1qmt7vjj8zvcoyj,sfx,338,2afc,5803,308767,triplet,1,False,vumuru,rucuje,1 2 5,vumuru,11 10 1
1qmt7vjj8zvcoyj,sfx,341,2afc,2486,313911,triplet,0,False,koqeje,rucuje,1 2 5,koqeje,7 12 5
1qmt7vjj8zvcoyj,sfx,344,2afc,1274,317090,pair,0,True,rucu,rucu,1 2,vuxo,11 4
1qmt7vjj8zvcoyj,sfx,347,2afc,534,319480,pair,1,False,qeda,xolu,4 6,qeda,12 8
1qmt7vjj8zvcoyj,sfx,350,2afc,729,322083,pair,0,False,muqi,muqe,10 12,muqi,10 9
1qmt7vjj8zvcoyj,sfx,353,2afc,557,324431,pair,1,False,rulu,davu,8 11,rulu,1 6
1qmt7vjj8zvcoyj,sfx,356,2afc,534,326859,pair,1,True,cuje,cuje,2 5,muqi,10 9
1qmt7vjj8zvcoyj,sfx,359,2afc,694,330118,triplet,0,True,buxolu,buxolu,3 4 6,lucuqi,6 2 9
1qmt7vjj8zvcoyj,sfx,362,2afc,901,332955,pair,0,True,cuje,cuje,2 5,koqe,7 12
1qmt7vjj8zvcoyj,sfx,365,2afc,983,336567,triplet,0,True,kodavu,kodavu,7 8 11,koqeje,7 12 5
1qmt7vjj8zvcoyj,sfx,368,2afc,611,339767,triplet,1,False,vumuru,qimuqe,9 10 12,vumuru,11 10 1
1qmt7vjj8zvcoyj,sfx,371,2afc,2451,344744,triplet,0,True,buxolu,buxolu,3 4 6,daxobu,8 4 3
1qmt7vjj8zvcoyj,sfx,374,2afc,3042,349661,pair,1,False,buvu,xolu,4 6,buvu,3 11
chfyw971u6kw7ek,pfx,305,2afc,3187,218840,pair,1,True,xoje,xoje,7 8,koru,1 6
chfyw971u6kw7ek,pfx,308,2afc,1462,222100,pair,1,False,vumu,ruda,6 3,vumu,5 10
chfyw971u6kw7ek,pfx,311,2afc,1928,225916,pair,0,True,vuko,vuko,5 1,koru,1 6
chfyw971u6kw7ek,pfx,314,2afc,1156,229654,triplet,0,True,cuqimu,cuqimu,12 9 10,jeqeda,8 4 3
chfyw971u6kw7ek,pfx,317,2afc,983,232532,pair,0,False,buqe,vuko,5 1,buqe,11 4
chfyw971u6kw7ek,pfx,320,2afc,2313,236653,pair,1,False,cuje,ruda,6 3,cuje,12 8
chfyw971u6kw7ek,pfx,323,2afc,1444,240613,triplet,1,True,rudaqe,rudaqe,6 3 4,jeqeda,8 4 3
chfyw971u6kw7ek,pfx,326,2afc,1531,244749,triplet,0,True,vukolu,vukolu,5 1 2,bumuko,11 10 1
chfyw971u6kw7ek,pfx,329,2afc,2280,248988,pair,0,True,xoje,xoje,7 8,xocu,7 12
chfyw971u6kw7ek,pfx,332,2afc,873,252444,triplet,0,False,bumuko,cuqimu,12 9 10,bumuko,11 10 1
chfyw971u6kw7ek,pfx,335,2afc,1642,256772,triplet,0,False,xocuvu,buxoje,11 7 8,xocuvu,7 12 5
chfyw971u6kw7ek,pfx,338,2afc,1918,260556,pair,1,False,muqi,qimu,9 10,muqi,10 9
chfyw971u6kw7ek,pfx,341,2afc,927,263348,pair,1,False,muqi,kolu,1 2,muqi,10 9
chfyw971u6kw7ek,pfx,344,2afc,1499,266676,pair,0,False,rulu,buxo,11 7,rulu,6 2
chfyw971u6kw7ek,pfx,347,2afc,1794,270331,pair,0,False,cuje,daqe,3 4,cuje,12 8
chfyw971u6kw7ek,pfx,350,2afc,1052,273140,pair,0,False,dabu,daqe,3 4,dabu,3 11
chfyw971u6kw7ek,pfx,353,2afc,1087,276796,triplet,1,False,ruluqi,buxoje,11 7 8,ruluqi,6 2 9
chfyw971u6kw7ek,pfx,356,2afc,1771,280468,pair,1,True,kolu,kolu,1 2,xocu,7 12
chfyw971u6kw7ek,pfx,359,2afc,2198,284516,pair,0,False,buqe,qimu,9 10,buqe,11 4
chfyw971u6kw7ek,pfx,362,2afc,3056,289363,pair,0,True,buxo,buxo,11 7,dabu,3 11
chfyw971u6kw7ek,pfx,365,2afc,1046,292243,pair,0,True,cuqi,cuqi,12 9,rulu,6 2
chfyw971u6kw7ek,pfx,368,2afc,979,295115,pair,0,True,cuqi,cuqi,12 9,vumu,5 10
chfyw971u6kw7ek,pfx,371,2afc,870,298467,triplet,1,False,ruluqi,rudaqe,6 3 4,ruluqi,6 2 9
chfyw971u6kw7ek,pfx,374,2afc,1368,302515,triplet,1,True,vukolu,vukolu,5 1 2,xocuvu,7 12 5
ydhaddxvqz6qzy8,sfx,305,2afc,5606,212475,pair,0,False,koqe,davu,8 11,koqe,7 12
ydhaddxvqz6qzy8,sfx,308,2afc,1040,215399,pair,0,False,muqi,cuje,2 5,muqi,10 9
ydhaddxvqz6qzy8,sfx,311,2afc,1183,218511,pair,0,True,muqe,muqe,10 12,vuxo,11 4
ydhaddxvqz6qzy8,sfx,314,2afc,7079,227457,pair,1,True,xolu,xolu,4 6,buvu,3 11
ydhaddxvqz6qzy8,sfx,317,2afc,2833,232871,triplet,1,True,rucuje,rucuje,1 2 5,vumuru,11 10 1
ydhaddxvqz6qzy8,sfx,320,2afc,2555,237293,pair,0,False,muqi,muqe,10 12,muqi,10 9
ydhaddxvqz6qzy8,sfx,323,2afc,3885,243742,triplet,1,True,buxolu,buxolu,3 4 6,lucuqi,6 2 9
ydhaddxvqz6qzy8,sfx,326,2afc,1293,247681,triplet,0,True,rucuje,rucuje,1 2 5,koqeje,7 12 5
ydhaddxvqz6qzy8,sfx,329,2afc,4608,254177,pair,0,True,buxo,buxo,3 4,jemu,5 10
ydhaddxvqz6qzy8,sfx,332,2afc,2689,258717,pair,0,True,qimu,qimu,9 10,lucu,6 2
ydhaddxvqz6qzy8,sfx,335,2afc,1467,261985,pair,1,True,rucu,rucu,1 2,rulu,1 6
ydhaddxvqz6qzy8,sfx,338,2afc,614,265221,triplet,1,True,kodavu,kodavu,7 8 11,koqeje,7 12 5
ydhaddxvqz6qzy8,sfx,341,2afc,551,268339,triplet,0,True,kodavu,kodavu,7 8 11,lucuqi,6 2 9
ydhaddxvqz6qzy8,sfx,344,2afc,8313,279171,triplet,0,True,buxolu,buxolu,3 4 6,daxobu,8 4 3
ydhaddxvqz6qzy8,sfx,347,2afc,1231,282229,pair,0,True,buxo,buxo,3 4,qeda,12 8
ydhaddxvqz6qzy8,sfx,350,2afc,12775,297593,triplet,1,False,vumuru,qimuqe,9 10 12,vumuru,11 10 1
ydhaddxvqz6qzy8,sfx,353,2afc,587,299995,pair,0,True,koda,koda,7 8,lucu,6 2
ydhaddxvqz6qzy8,sfx,356,2afc,2901,305439,triplet,1,True,qimuqe,qimuqe,9 10 12,daxobu,8 4 3
ydhaddxvqz6qzy8,sfx,359,2afc,2605,309893,pair,0,True,xolu,xolu,4 6,qeda,12 8
ydhaddxvqz6qzy8,sfx,362,2afc,5700,317467,pair,0,True,qimu,qimu,9 10,jemu,5 10
ydhaddxvqz6qzy8,sfx,365,2afc,2031,321428,pair,1,True,cuje,cuje,2 5,koqe,7 12
ydhaddxvqz6qzy8,sfx,368,2afc,940,324158,pair,1,False,rulu,davu,8 11,rulu,1 6
ydhaddxvqz6qzy8,sfx,371,2afc,705,326763,pair,1,True,rucu,rucu,1 2,vuxo,11 4
ydhaddxvqz6qzy8,sfx,374,2afc,549,329126,pair,0,True,koda,koda,7 8,buvu,3 11
uyv0tj74zrwd066,nom,305,2afc,2330,145688,pair,0,True,xoje,xoje,11 12,buqe,10 9
uyv0tj74zrwd066,nom,308,2afc,638,148170,pair,0,True,muvu,muvu,5 6,jeda,12 8
uyv0tj74zrwd066,nom,311,2afc,1223,151935,triplet,1,True,qimuvu,qimuvu,4 5 6,daqilu,8 4 3
uyv0tj74zrwd066,nom,314,2afc,3666,157487,pair,0,True,muvu,muvu,5 6,luxo,3 11
uyv0tj74zrwd066,nom,317,2afc,1609,160918,pair,0,True,qimu,qimu,4 5,mubu,5 10
uyv0tj74zrwd066,nom,320,2afc,932,163718,pair,0,False,koje,daqe,8 9,koje,7 12
uyv0tj74zrwd066,nom,323,2afc,1349,167024,pair,1,True,xoje,xoje,11 12,xoqi,11 4
uyv0tj74zrwd066,nom,326,2afc,2414,171277,pair,0,False,buqe,culu,2 3,buqe,10 9
uyv0tj74zrwd066,nom,329,2afc,1015,174115,pair,1,False,ruvu,daqe,8 9,ruvu,1 6
uyv0tj74zrwd066,nom,332,2afc,751,177464,triplet,0,True,kodaqe,kodaqe,7 8 9,kojemu,7 12 5
uyv0tj74zrwd066,nom,335,2afc,669,180749,triplet,1,False,vucuqe,kodaqe,7 8 9,vucuqe,6 2 9
uyv0tj74zrwd066,nom,338,2afc,437,183019,pair,0,True,qimu,qimu,4 5,jeda,12 8
uyv0tj74zrwd066,nom,341,2afc,612,186155,triplet,1,True,ruculu,ruculu,1 2 3,xoburu,11 10 1
uyv0tj74zrwd066,nom,344,2afc,774,188803,pair,0,True,rucu,rucu,1 2,xoqi,11 4
uyv0tj74zrwd066,nom,347,2afc,910,191554,pair,1,True,koda,koda,7 8,luxo,3 11
uyv0tj74zrwd066,nom,350,2afc,4313,197757,pair,1,True,culu,culu,2 3,koje,7 12
uyv0tj74zrwd066,nom,353,2afc,1360,201707,triplet,1,True,buxoje,buxoje,10 11 12,xoburu,11 10 1
uyv0tj74zrwd066,nom,356,2afc,876,204439,pair,1,False,vucu,koda,7 8,vucu,6 2
uyv0tj74zrwd066,nom,359,2afc,859,207190,pair,0,False,vucu,buxo,10 11,vucu,6 2
uyv0tj74zrwd066,nom,362,2afc,1037,210056,pair,0,False,ruvu,rucu,1 2,ruvu,1 6
uyv0tj74zrwd066,nom,365,2afc,3957,215841,pair,0,True,buxo,buxo,10 11,mubu,5 10
uyv0tj74zrwd066,nom,368,2afc,3606,221991,triplet,1,True,buxoje,buxoje,10 11 12,daqilu,8 4 3
uyv0tj74zrwd066,nom,371,2afc,433,225075,triplet,0,True,qimuvu,qimuvu,4 5 6,vucuqe,6 2 9
uyv0tj74zrwd066,nom,374,2afc,459,228108,triplet,0,False,kojemu,ruculu,1 2 3,kojemu,7 12 5
24l7ppajy991lc1,pfx,305,2afc,3104,208541,pair,0,True,daqe,daqe,3 4,dabu,3 11
24l7ppajy991lc1,pfx,308,2afc,906,211304,pair,1,False,muqi,kolu,1 2,muqi,10 9
24l7ppajy991lc1,pfx,311,2afc,691,214492,triplet,1,True,rudaqe,rudaqe,6 3 4,ruluqi,6 2 9
24l7ppajy991lc1,pfx,314,2afc,693,217768,triplet,1,False,ruluqi,buxoje,11 7 8,ruluqi,6 2 9
24l7ppajy991lc1,pfx,317,2afc,814,220471,pair,0,True,vuko,vuko,5 1,koru,1 6
24l7ppajy991lc1,pfx,320,2afc,544,222867,pair,0,False,buqe,qimu,9 10,buqe,11 4
24l7ppajy991lc1,pfx,323,2afc,624,226007,triplet,0,True,rudaqe,rudaqe,6 3 4,jeqeda,8 4 3
24l7ppajy991lc1,pfx,326,2afc,565,228382,pair,0,False,cuje,ruda,6 3,cuje,12 8
24l7ppajy991lc1,pfx,329,2afc,1301,232264,triplet,1,True,cuqimu,cuqimu,12 9 10,jeqeda,8 4 3
24l7ppajy991lc1,pfx,332,2afc,426,234482,pair,1,False,dabu,buxo,11 7,dabu,3 11
24l7ppajy991lc1,pfx,335,2afc,581,236899,pair,1,True,cuqi,cuqi,12 9,rulu,6 2
24l7ppajy991lc1,pfx,338,2afc,722,240304,triplet,0,True,vukolu,vukolu,5 1 2,xocuvu,7 12 5
24l7ppajy991lc1,pfx,341,2afc,436,242641,pair,0,True,cuqi,cuqi,12 9,vumu,5 10
24l7ppajy991lc1,pfx,344,2afc,366,245611,triplet,0,True,vukolu,vukolu,5 1 2,bumuko,11 10 1
24l7ppajy991lc1,pfx,347,2afc,482,247998,pair,1,True,xoje,xoje,7 8,koru,1 6
24l7ppajy991lc1,pfx,350,2afc,1026,250880,pair,1,False,cuje,daqe,3 4,cuje,12 8
24l7ppajy991lc1,pfx,353,2afc,826,253602,pair,1,False,xocu,kolu,1 2,xocu,7 12
24l7ppajy991lc1,pfx,356,2afc,1466,256919,pair,0,False,muqi,qimu,9 10,muqi,10 9
24l7ppajy991lc1,pfx,359,2afc,415,259218,pair,0,False,buqe,vuko,5 1,buqe,11 4
24l7ppajy991lc1,pfx,362,2afc,384,261565,pair,0,True,xoje,xoje,7 8,xocu,7 12
